time,interval,encR,encL,wR,wL,wdotR,wdotL,wddotR,wddotL,pwmR,pwmL
4.835182189941406,0.00027108192443847656,0,0,0.0,0.0,0.0,0.0,0.0,0.0,50,50
4.869514226913452,0.001024007797241211,0,125,0.0,654.4984694978735,0.0,16362.461737446838,0.0,409061.54343617096,50,50
4.903133153915405,0.0006580352783203125,0,125,0.0,0.0,0.0,-16362.461737446838,0.0,-818123.0868723419,50,50
4.935721158981323,0.0006649494171142578,0,125,0.0,0.0,0.0,0.0,0.0,409061.54343617096,50,50
4.969304084777832,0.0006759166717529297,0,125,0.0,0.0,0.0,0.0,0.0,0.0,50,50
5.003178119659424,0.0006577968597412109,0,125,0.0,0.0,0.0,0.0,0.0,0.0,50,50
5.0352630615234375,0.0006709098815917969,0,125,0.0,0.0,0.0,0.0,0.0,0.0,50,50
5.0693440437316895,0.0006840229034423828,0,125,0.0,0.0,0.0,0.0,0.0,0.0,50,50
5.103476047515869,0.0007319450378417969,0,125,0.0,0.0,0.0,0.0,0.0,0.0,60,60
5.1352832317352295,0.0006699562072753906,1,126,5.235987755982988,5.235987755982988,130.8996938995747,130.8996938995747,3272.492347489367,3272.492347489367,60,60
5.1685950756073,0.0006761550903320312,5,126,20.94395102393195,0.0,392.6990816987241,-130.8996938995747,6544.984694978735,-6544.984694978734,60,60
5.203120231628418,0.0006639957427978516,10,126,26.17993877991494,0.0,130.89969389957474,0.0,-6544.984694978734,3272.492347489367,60,60
5.235608100891113,0.0006730556488037109,18,126,41.8879020478639,0.0,392.69908169872406,0.0,6544.9846949787325,0.0,60,60
5.269007205963135,0.0006699562072753906,28,126,52.35987755982988,0.0,261.7993877991495,0.0,-3272.4923474893644,0.0,60,60
5.303183078765869,0.0006780624389648438,39,126,57.595865315812866,0.0,130.89969389957457,0.0,-3272.4923474893726,0.0,60,60
5.335696220397949,0.0007309913635253906,51,126,62.83185307179586,0.0,130.8996938995749,0.0,8.526512829121202e-12,0.0,60,60
5.368940114974976,0.0006659030914306641,64,126,68.06784082777885,0.0,130.89969389957474,0.0,-4.263256414560601e-12,0.0,60,60
5.403124094009399,0.0006680488586425781,78,126,73.30382858376184,0.0,130.89969389957474,0.0,0.0,0.0,60,60
5.435710191726685,0.0007510185241699219,92,126,73.30382858376184,0.0,0.0,0.0,-3272.4923474893685,0.0,60,60
5.468955039978027,0.0006740093231201172,107,126,78.53981633974482,0.0,130.89969389957437,0.0,3272.4923474893594,0.0,60,60
5.50310206413269,0.0006589889526367188,123,126,83.7758040957278,0.0,130.89969389957474,0.0,9.237055564881302e-12,0.0,60,60
5.5357701778411865,0.0006718635559082031,139,126,83.7758040957278,0.0,0.0,0.0,-3272.4923474893685,0.0,60,60
5.568961143493652,0.0006740093231201172,155,128,83.7758040957278,10.471975511965976,0.0,261.7993877991494,0.0,6544.984694978734,60,60
5.603109121322632,0.0006680488586425781,172,132,89.01179185171081,20.94395102393195,130.89969389957508,261.7993877991494,3272.492347489377,0.0,60,60
5.635676145553589,0.0006630420684814453,189,136,89.01179185171081,20.94395102393195,0.0,0.0,-3272.492347489377,-6544.984694978734,60,60
5.669069051742554,0.0007271766662597656,207,142,94.24777960769379,31.41592653589793,130.89969389957437,261.7993877991495,3272.4923474893594,6544.984694978737,60,60
5.703123092651367,0.0006628036499023438,225,148,94.24777960769379,31.41592653589793,0.0,0.0,-3272.4923474893594,-6544.984694978737,60,60
5.735375165939331,0.0006651878356933594,243,155,94.24777960769379,36.65191429188092,0.0,130.89969389957474,0.0,3272.4923474893685,60,60
5.768985033035278,0.0006730556488037109,261,163,94.24777960769379,41.8879020478639,0.0,130.89969389957457,0.0,-4.263256414560601e-12,60,60
5.803112030029297,0.0006740093231201172,280,172,99.48376736367678,47.12388980384689,130.89969389957474,130.89969389957474,3272.4923474893685,4.263256414560601e-12,60,60
5.83575701713562,0.0006880760192871094,298,181,94.24777960769379,47.12388980384689,-130.89969389957474,0.0,-6544.984694978737,-3272.4923474893685,60,60
5.86896014213562,0.0006639957427978516,317,190,99.48376736367678,47.12388980384689,130.89969389957474,0.0,6544.984694978737,0.0,60,60
5.903107166290283,0.0006651878356933594,336,200,99.48376736367678,52.35987755982988,0.0,130.89969389957474,-3272.4923474893685,3272.4923474893685,60,60
5.93564510345459,0.0006668567657470703,354,211,94.24777960769379,57.595865315812866,-130.89969389957474,130.89969389957457,-3272.4923474893685,-4.263256414560601e-12,60,60
5.968634128570557,0.0006778240203857422,373,221,99.48376736367678,52.35987755982988,130.89969389957474,-130.89969389957457,6544.984694978737,-6544.984694978729,60,60
6.003255128860474,0.0006670951843261719,392,232,99.48376736367678,57.595865315812866,0.0,130.89969389957457,-3272.4923474893685,6544.984694978729,60,60
6.035706043243408,0.0006761550903320312,411,243,99.48376736367678,57.595865315812866,0.0,0.0,0.0,-3272.4923474893644,60,60
6.069032192230225,0.0006661415100097656,430,254,99.48376736367678,57.595865315812866,0.0,0.0,0.0,0.0,60,60
6.10314416885376,0.0006678104400634766,449,10,99.48376736367678,-1277.581012459849,0.0,-33379.42194439155,0.0,-834485.5486097888,60,60
6.135338068008423,0.0006630420684814453,468,22,99.48376736367678,62.83185307179586,0.0,33510.32163829112,0.0,1672243.5895670666,60,60
6.1686131954193115,0.0006721019744873047,487,34,99.48376736367678,62.83185307179586,0.0,0.0,0.0,-837758.040957278,60,60
6.203135013580322,0.0006768703460693359,506,46,99.48376736367678,62.83185307179586,0.0,0.0,0.0,0.0,60,60
6.235730171203613,0.0006852149963378906,525,58,99.48376736367678,62.83185307179586,0.0,0.0,0.0,0.0,60,60
6.269008159637451,0.0006759166717529297,545,70,104.71975511965977,62.83185307179586,130.89969389957474,0.0,3272.4923474893685,0.0,60,60
6.302350997924805,0.0006670951843261719,564,82,99.48376736367678,62.83185307179586,-130.89969389957474,0.0,-6544.984694978737,0.0,60,60
6.3353071212768555,0.0006570816040039062,584,95,104.71975511965977,68.06784082777885,130.89969389957474,130.89969389957474,6544.984694978737,3272.4923474893685,60,60
6.368652105331421,0.0006761550903320312,603,107,99.48376736367678,62.83185307179586,-130.89969389957474,-130.89969389957474,-6544.984694978737,-6544.984694978737,60,60
6.403123140335083,0.0006811618804931641,623,119,104.71975511965977,62.83185307179586,130.89969389957474,0.0,6544.984694978737,3272.4923474893685,60,60
6.436315059661865,0.0012400150299072266,642,131,99.48376736367678,62.83185307179586,-130.89969389957474,0.0,-6544.984694978737,0.0,60,60
6.468700170516968,0.000675201416015625,661,143,99.48376736367678,62.83185307179586,0.0,0.0,3272.4923474893685,0.0,60,60
6.515273094177246,0.014019012451171875,681,155,104.71975511965977,62.83185307179586,130.89969389957474,0.0,3272.4923474893685,0.0,60,60
6.548673152923584,0.01370096206665039,700,167,99.48376736367678,62.83185307179586,-130.89969389957474,0.0,-6544.984694978737,0.0,60,60
6.5963170528411865,0.027988910675048828,720,179,104.71975511965977,62.83185307179586,130.89969389957474,0.0,6544.984694978737,0.0,60,60
6.628245115280151,0.026568889617919922,740,192,104.71975511965977,68.06784082777885,0.0,130.89969389957474,-3272.4923474893685,3272.4923474893685,60,60
6.6756980419158936,0.04074501991271973,759,205,99.48376736367678,68.06784082777885,-130.89969389957474,0.0,-3272.4923474893685,-3272.4923474893685,60,60
6.707966089248657,0.030189990997314453,779,218,104.71975511965977,68.06784082777885,130.89969389957474,0.0,6544.984694978737,0.0,60,60
6.755928039550781,0.04764199256896973,799,231,104.71975511965977,68.06784082777885,0.0,0.0,-3272.4923474893685,0.0,60,60
6.7886130809783936,0.03062891960144043,818,244,99.48376736367678,68.06784082777885,-130.89969389957474,0.0,-3272.4923474893685,0.0,60,60
6.835360050201416,0.04642510414123535,838,257,104.71975511965977,68.06784082777885,130.89969389957474,0.0,6544.984694978737,0.0,60,60
6.868072032928467,0.030503034591674805,858,270,104.71975511965977,68.06784082777885,0.0,0.0,-3272.4923474893685,0.0,60,60
6.914774179458618,0.04640507698059082,877,283,99.48376736367678,68.06784082777885,-130.89969389957474,0.0,-3272.4923474893685,0.0,60,60
6.948541164398193,0.03172802925109863,896,295,99.48376736367678,62.83185307179586,0.0,-130.89969389957474,3272.4923474893685,-3272.4923474893685,60,60
6.996164083480835,0.04645991325378418,916,308,104.71975511965977,68.06784082777885,130.89969389957474,130.89969389957474,3272.4923474893685,6544.984694978737,60,60
7.02720308303833,0.030704975128173828,935,321,99.48376736367678,68.06784082777885,-130.89969389957474,0.0,-6544.984694978737,-3272.4923474893685,60,60
7.0747621059417725,0.04629707336425781,954,334,99.48376736367678,68.06784082777885,0.0,0.0,3272.4923474893685,0.0,60,60
7.107790231704712,0.03177690505981445,974,347,104.71975511965977,68.06784082777885,130.89969389957474,0.0,3272.4923474893685,0.0,60,60
7.155320167541504,0.04587817192077637,994,360,104.71975511965977,68.06784082777885,0.0,0.0,-3272.4923474893685,0.0,60,60
7.188078165054321,0.030487060546875,1013,373,99.48376736367678,68.06784082777885,-130.89969389957474,0.0,-3272.4923474893685,0.0,60,60
7.235544204711914,0.04651284217834473,1032,386,99.48376736367678,68.06784082777885,0.0,0.0,3272.4923474893685,0.0,60,60
7.2666192054748535,0.03063511848449707,1052,400,104.71975511965977,73.30382858376184,130.89969389957474,130.89969389957474,3272.4923474893685,3272.4923474893685,60,60
7.315381050109863,0.04752516746520996,1072,413,104.71975511965977,68.06784082777885,0.0,-130.89969389957474,-3272.4923474893685,-6544.984694978737,60,60
7.3479650020599365,0.030456066131591797,1091,426,99.48376736367678,68.06784082777885,-130.89969389957474,0.0,-3272.4923474893685,3272.4923474893685,60,60
7.395621061325073,0.04652094841003418,1111,439,104.71975511965977,68.06784082777885,130.89969389957474,0.0,6544.984694978737,0.0,60,60
7.427355051040649,0.03059697151184082,1131,452,104.71975511965977,68.06784082777885,0.0,0.0,-3272.4923474893685,0.0,60,60
7.474929094314575,0.046414852142333984,1151,465,104.71975511965977,68.06784082777885,0.0,0.0,0.0,0.0,60,60
7.507970094680786,0.03190493583679199,1170,478,99.48376736367678,68.06784082777885,-130.89969389957474,0.0,-3272.4923474893685,0.0,60,60
7.554772138595581,0.04646706581115723,1189,491,99.48376736367678,68.06784082777885,0.0,0.0,3272.4923474893685,0.0,60,60
7.586923122406006,0.030484914779663086,1209,504,104.71975511965977,68.06784082777885,130.89969389957474,0.0,3272.4923474893685,0.0,60,60
7.634303092956543,0.044805049896240234,1229,517,104.71975511965977,68.06784082777885,0.0,0.0,-3272.4923474893685,0.0,60,60
7.666909217834473,0.030531883239746094,1249,530,104.71975511965977,68.06784082777885,0.0,0.0,0.0,0.0,60,60
7.714784145355225,0.047653913497924805,1268,543,99.48376736367678,68.06784082777885,-130.89969389957474,0.0,-3272.4923474893685,0.0,60,60
7.746667146682739,0.03045797348022461,1287,557,99.48376736367678,73.30382858376184,0.0,130.89969389957474,3272.4923474893685,3272.4923474893685,60,60
7.795147180557251,0.04642295837402344,1307,570,104.71975511965977,68.06784082777885,130.89969389957474,-130.89969389957474,3272.4923474893685,-6544.984694978737,60,60
7.825911998748779,0.030472993850708008,1327,583,104.71975511965977,68.06784082777885,0.0,0.0,-3272.4923474893685,3272.4923474893685,60,60
7.874369144439697,0.0463709831237793,1347,596,104.71975511965977,68.06784082777885,0.0,0.0,0.0,0.0,60,60
7.9065492153167725,0.031848907470703125,1367,609,104.71975511965977,68.06784082777885,0.0,0.0,0.0,0.0,60,60
7.954959154129028,0.04626297950744629,1387,623,104.71975511965977,73.30382858376184,0.0,130.89969389957474,0.0,3272.4923474893685,60,60
7.986748218536377,0.03060603141784668,1407,636,104.71975511965977,68.06784082777885,0.0,-130.89969389957474,0.0,-6544.984694978737,60,60
8.034348011016846,0.04653501510620117,1426,649,99.48376736367678,68.06784082777885,-130.89969389957474,0.0,-3272.4923474893685,3272.4923474893685,60,60
8.066711187362671,0.03196096420288086,1445,662,99.48376736367678,68.06784082777885,0.0,0.0,3272.4923474893685,0.0,60,60
8.115082025527954,0.046109914779663086,1465,675,104.71975511965977,68.06784082777885,130.89969389957474,0.0,3272.4923474893685,0.0,60,60
8.145913124084473,0.03048110008239746,1485,689,104.71975511965977,73.30382858376184,0.0,130.89969389957474,-3272.4923474893685,3272.4923474893685,60,60
8.19445013999939,0.04649209976196289,1505,702,104.71975511965977,68.06784082777885,0.0,-130.89969389957474,0.0,-6544.984694978737,60,60
8.225308179855347,0.030524015426635742,1525,715,104.71975511965977,68.06784082777885,0.0,0.0,0.0,3272.4923474893685,60,60
8.273041009902954,0.04647493362426758,1545,728,104.71975511965977,68.06784082777885,0.0,0.0,0.0,0.0,60,60
8.306626081466675,0.03160810470581055,1565,741,104.71975511965977,68.06784082777885,0.0,0.0,0.0,0.0,60,60
8.353629112243652,0.04650402069091797,1585,754,104.71975511965977,68.06784082777885,0.0,0.0,0.0,0.0,60,60
8.385903120040894,0.030389070510864258,1604,767,99.48376736367678,68.06784082777885,-130.89969389957474,0.0,-3272.4923474893685,0.0,60,60
8.43301510810852,0.04653310775756836,1623,780,99.48376736367678,68.06784082777885,0.0,0.0,3272.4923474893685,0.0,60,60
8.466769218444824,0.031584978103637695,1642,793,99.48376736367678,68.06784082777885,0.0,0.0,0.0,0.0,60,60
8.513654232025146,0.04674792289733887,1662,806,104.71975511965977,68.06784082777885,130.89969389957474,0.0,3272.4923474893685,0.0,60,60
8.545685052871704,0.030305862426757812,1682,819,104.71975511965977,68.06784082777885,0.0,0.0,-3272.4923474893685,0.0,60,60
8.593192100524902,0.04478192329406738,1702,832,104.71975511965977,68.06784082777885,0.0,0.0,0.0,0.0,60,60
8.624661207199097,0.030252933502197266,1722,845,104.71975511965977,68.06784082777885,0.0,0.0,0.0,0.0,60,60
8.67364501953125,0.0477139949798584,1742,858,104.71975511965977,68.06784082777885,0.0,0.0,0.0,0.0,60,60
8.705215215682983,0.030371904373168945,1762,871,104.71975511965977,68.06784082777885,0.0,0.0,0.0,0.0,60,60
8.753169059753418,0.046617984771728516,1782,884,104.71975511965977,68.06784082777885,0.0,0.0,0.0,0.0,60,60
8.785791158676147,0.030568838119506836,1802,897,104.71975511965977,68.06784082777885,0.0,0.0,0.0,0.0,60,60
8.832423210144043,0.046321868896484375,1822,910,104.71975511965977,68.06784082777885,0.0,0.0,0.0,0.0,60,60
8.865965127944946,0.03154182434082031,1841,923,99.48376736367678,68.06784082777885,-130.89969389957474,0.0,-3272.4923474893685,0.0,60,60
8.91393518447876,0.04685401916503906,1860,936,99.48376736367678,68.06784082777885,0.0,0.0,3272.4923474893685,0.0,60,60
8.94539999961853,0.030384063720703125,1879,949,99.48376736367678,68.06784082777885,0.0,0.0,0.0,0.0,60,60
8.99256706237793,0.046794891357421875,1898,963,99.48376736367678,73.30382858376184,0.0,130.89969389957474,0.0,3272.4923474893685,60,60
9.025633096694946,0.03147006034851074,1917,976,99.48376736367678,68.06784082777885,0.0,-130.89969389957474,0.0,-6544.984694978737,60,60
9.073161125183105,0.04593682289123535,1937,989,104.71975511965977,68.06784082777885,130.89969389957474,0.0,3272.4923474893685,3272.4923474893685,60,60
9.10499119758606,0.030617952346801758,1957,1002,104.71975511965977,68.06784082777885,0.0,0.0,-3272.4923474893685,0.0,60,60
9.152542114257812,0.046235084533691406,1977,1015,104.71975511965977,68.06784082777885,0.0,0.0,0.0,0.0,60,60
9.18478512763977,0.030253171920776367,1997,1028,104.71975511965977,68.06784082777885,0.0,0.0,0.0,0.0,60,60
9.23206901550293,0.04687094688415527,2017,1041,104.71975511965977,68.06784082777885,0.0,0.0,0.0,0.0,60,60
9.26538610458374,0.031378984451293945,2037,1054,104.71975511965977,68.06784082777885,0.0,0.0,0.0,0.0,60,60
9.312566041946411,0.04682207107543945,2057,1067,104.71975511965977,68.06784082777885,0.0,0.0,0.0,0.0,60,60
9.344017028808594,0.030063152313232422,2077,1080,104.71975511965977,68.06784082777885,0.0,0.0,0.0,0.0,60,60
9.392746210098267,0.04665207862854004,2097,1093,104.71975511965977,68.06784082777885,0.0,0.0,0.0,0.0,60,60
9.424302101135254,0.03031301498413086,2117,1106,104.71975511965977,68.06784082777885,0.0,0.0,0.0,0.0,60,60
9.471311092376709,0.046682119369506836,2137,1119,104.71975511965977,68.06784082777885,0.0,0.0,0.0,0.0,60,60
9.504292011260986,0.031687021255493164,2157,1131,104.71975511965977,62.83185307179586,0.0,-130.89969389957474,0.0,-3272.4923474893685,60,60
9.551844120025635,0.045089006423950195,2177,1144,104.71975511965977,68.06784082777885,0.0,130.89969389957474,0.0,6544.984694978737,60,60
9.58339810371399,0.030184030532836914,2197,1157,104.71975511965977,68.06784082777885,0.0,0.0,0.0,-3272.4923474893685,60,60
9.631324052810669,0.0466609001159668,2217,1170,104.71975511965977,68.06784082777885,0.0,0.0,0.0,0.0,60,60
9.66472601890564,0.03143787384033203,2237,1183,104.71975511965977,68.06784082777885,0.0,0.0,0.0,0.0,60,60
9.711913108825684,0.0468289852142334,2257,1196,104.71975511965977,68.06784082777885,0.0,0.0,0.0,0.0,60,60
9.743376016616821,0.030208110809326172,2277,1209,104.71975511965977,68.06784082777885,0.0,0.0,0.0,0.0,60,60
9.792107105255127,0.04667401313781738,2297,1222,104.71975511965977,68.06784082777885,0.0,0.0,0.0,0.0,60,60
9.824526071548462,0.031655073165893555,2317,1235,104.71975511965977,68.06784082777885,0.0,0.0,0.0,0.0,60,60
9.871953010559082,0.04635190963745117,2337,1248,104.71975511965977,68.06784082777885,0.0,0.0,0.0,0.0,60,60
9.903396129608154,0.03001999855041504,2357,1261,104.71975511965977,68.06784082777885,0.0,0.0,0.0,0.0,60,60
9.952061176300049,0.04451799392700195,2376,1274,99.48376736367678,68.06784082777885,-130.89969389957474,0.0,-3272.4923474893685,0.0,60,60
9.982813119888306,0.030443906784057617,2395,1287,99.48376736367678,68.06784082777885,0.0,0.0,3272.4923474893685,0.0,60,60
10.030681133270264,0.04661917686462402,2414,1300,99.48376736367678,68.06784082777885,0.0,0.0,0.0,0.0,60,60
10.063298225402832,0.031324148178100586,2434,1313,104.71975511965977,68.06784082777885,130.89969389957474,0.0,3272.4923474893685,0.0,60,60
10.11128306388855,0.046716928482055664,2454,1326,104.71975511965977,68.06784082777885,0.0,0.0,-3272.4923474893685,0.0,70,70
10.143562078475952,0.03022599220275879,2474,1339,104.71975511965977,68.06784082777885,0.0,0.0,0.0,0.0,70,70
10.19080901145935,0.0467989444732666,2494,1352,104.71975511965977,68.06784082777885,0.0,0.0,0.0,0.0,70,70
10.224172115325928,0.031333208084106445,2514,1365,104.71975511965977,68.06784082777885,0.0,0.0,0.0,0.0,70,70
10.271430015563965,0.04688096046447754,2533,1378,99.48376736367678,68.06784082777885,-130.89969389957474,0.0,-3272.4923474893685,0.0,70,70
10.303298234939575,0.030670881271362305,2552,1391,99.48376736367678,68.06784082777885,0.0,0.0,3272.4923474893685,0.0,70,70
10.350634098052979,0.04503178596496582,2572,1403,104.71975511965977,62.83185307179586,130.89969389957474,-130.89969389957474,3272.4923474893685,-3272.4923474893685,70,70
10.39923906326294,0.04617595672607422,2592,1416,104.71975511965977,68.06784082777885,0.0,130.89969389957474,-3272.4923474893685,6544.984694978737,70,70
10.430807113647461,0.03022003173828125,2612,1429,104.71975511965977,68.06784082777885,0.0,0.0,0.0,-3272.4923474893685,70,70
10.46349310874939,0.03162193298339844,2631,1442,99.48376736367678,68.06784082777885,-130.89969389957474,0.0,-3272.4923474893685,0.0,70,70
10.511452198028564,0.046792030334472656,2650,1455,99.48376736367678,68.06784082777885,0.0,0.0,3272.4923474893685,0.0,70,70
10.55806016921997,0.046267032623291016,2670,1468,104.71975511965977,68.06784082777885,130.89969389957474,0.0,3272.4923474893685,0.0,70,70
10.590043067932129,0.03071284294128418,2690,1481,104.71975511965977,68.06784082777885,0.0,0.0,-3272.4923474893685,0.0,70,70
10.622790098190308,0.03152108192443848,2710,1494,104.71975511965977,68.06784082777885,0.0,0.0,0.0,0.0,70,70
10.670839071273804,0.046668052673339844,2729,1507,99.48376736367678,68.06784082777885,-130.89969389957474,0.0,-3272.4923474893685,0.0,70,70
10.718897104263306,0.04589700698852539,2748,1520,99.48376736367678,68.06784082777885,0.0,0.0,3272.4923474893685,0.0,70,70
10.750481128692627,0.030833959579467773,2767,1533,99.48376736367678,68.06784082777885,0.0,0.0,0.0,0.0,70,70
10.79750108718872,0.04479193687438965,2787,1546,104.71975511965977,68.06784082777885,130.89969389957474,0.0,3272.4923474893685,0.0,70,70
10.82943320274353,0.030668020248413086,2807,1559,104.71975511965977,68.06784082777885,0.0,0.0,-3272.4923474893685,0.0,70,70
10.87686800956726,0.04609394073486328,2827,1572,104.71975511965977,68.06784082777885,0.0,0.0,0.0,0.0,70,70
10.910808086395264,0.03191399574279785,2847,1585,104.71975511965977,68.06784082777885,0.0,0.0,0.0,0.0,70,70
